formula,predicted_log_conductivity,predicted_conductivity
Li6La3N2Al3P6,-6.603255,2.4931316e-07
Li6N2SiF,-6.603317,2.4927758e-07
LiP5Br3N2S6,-6.603803,2.4899856e-07
Li6SLaF6Ti2,-6.6038713,2.4895948e-07
Li7La3S6,-6.6051383,2.4823424e-07
Li7S6La3,-6.6051383,2.4823424e-07
Li4PBr4,-6.605176,2.4821273e-07
Li5Ge5Ti7,-6.6054416,2.4806096e-07
Li6PBr5,-6.605612,2.4796375e-07
LiN7S7Ti,-6.60627,2.4758833e-07
Li7Ti5SiGe5Zr2,-6.6066637,2.473639e-07
Li7Al5SiGeZr3,-6.607387,2.4695223e-07
Li3F2O2Zr6P7,-6.6075435,2.468633e-07
Li6P6Si4N5,-6.6082134,2.4648278e-07
LiGe7La4Si4Cl5,-6.6082406,2.4646735e-07
Li4LaTi4F5,-6.6087947,2.461531e-07
Li5S5TiSi6,-6.6088643,2.4611364e-07
Li2ClZr2,-6.6092534,2.4589323e-07
Li6Zr7O7Al5S5,-6.60948,2.4576502e-07
Li5Ti2Cl5,-6.6099963,2.4547296e-07
Li4P3S2Br3Al6,-6.610698,2.4507656e-07
Li5Zr7Ge3,-6.6117506,2.444834e-07
Li4P5Si7Ge3S,-6.611983,2.4435272e-07
Li6Br7F4La3,-6.612421,2.4410627e-07
Li5Br7Si2,-6.6125,2.440618e-07
LiP2Zr7O7,-6.613056,2.4374955e-07
Li6Ge4Ti5,-6.613189,2.436749e-07
Li4Ti7S5,-6.6146255,2.4287039e-07
LiLaZr2Ti2,-6.6152434,2.4252503e-07
Li7ZrNSi4,-6.615246,2.425237e-07
Li6Ti5F3Al5,-6.6156497,2.4229826e-07
Li5Br2Ti5,-6.616329,2.4191945e-07
LiN2Al3Zr2,-6.6168704,2.4161818e-07
Li7Cl6O6Zr6Ge,-6.617212,2.414283e-07
LiLaGe4,-6.617372,2.4133925e-07
Li3LaP4,-6.617406,2.4132044e-07
Li5N4ClLaO3,-6.6175,2.4126825e-07
Li6GeCl5Br4,-6.617556,2.41237e-07
Li7P6Al6ZrGe6,-6.619101,2.4038033e-07
Li2P3O7N4Ti7,-6.6191564,2.4034972e-07
Li3Zr5La,-6.6192646,2.4028984e-07
Li4P3S3Ge7,-6.6202507,2.3974485e-07
Li4Zr5O2Si2Br4,-6.620535,2.3958802e-07
Li7N2Cl6S5O2,-6.6207333,2.3947862e-07
Li6S5Ti2La2,-6.6213064,2.3916277e-07
Li3O6SLa4Br5,-6.6214714,2.3907194e-07
Li7O3Ti2Br2Zr5,-6.6217284,2.3893048e-07
Li4ClZr7Ti6,-6.622034,2.387624e-07
Li7Ti4N5Br7,-6.6223574,2.3858473e-07
Li7N5Br5Si3Ge,-6.6226115,2.3844515e-07
Li2Al6OGe2,-6.623065,2.381963e-07
Li5TiS5,-6.623489,2.3796392e-07
Li5Ge4P7Al3,-6.6236076,2.3789886e-07
Li2Al2N4La,-6.6240206,2.3767277e-07
Li3Si6F6La4P,-6.625286,2.3698121e-07
Li7Ge6S4Si,-6.6255217,2.368527e-07
Li6S3Ge7,-6.6256523,2.3678146e-07
LiBr4P2S7,-6.6263704,2.3639025e-07
Li7Br2Ti4,-6.62638,2.3638506e-07
Li7Ge2Al3Zr2,-6.626772,2.3617181e-07
Li7Zr2Si3,-6.628422,2.3527632e-07
Li6SiAl6Cl4S3,-6.62877,2.3508782e-07
Li7F3Zr7Al6O,-6.6293187,2.3479092e-07
Li7O2Si5S7,-6.6296506,2.3461156e-07
Li6S5AlGe6,-6.6297812,2.3454099e-07
Li5S7N2Zr7,-6.62999,2.3442823e-07
LiClN2LaAl3,-6.630434,2.3418872e-07
Li4Al3Cl,-6.63188,2.3341039e-07
Li4N4Ge5P2,-6.6328807,2.3287309e-07
LiTi4Cl2,-6.6331363,2.3273608e-07
Li4Ti3Ge2,-6.6332173,2.3269266e-07
Li2SiSBr2N2,-6.6332254,2.3268831e-07
Li3AlZr6,-6.633721,2.32423e-07
Li3La4Br4,-6.6337824,2.323901e-07
Li7La3Ti4Zr6,-6.6351066,2.316826e-07
Li4FN5Al3Ti4,-6.635257,2.316025e-07
Li7La3S7,-6.635337,2.3155978e-07
Li3Si5La7Cl5,-6.635348,2.3155393e-07
Li6S3Ge5N6,-6.6360264,2.3119243e-07
Li3SiBrN4,-6.636709,2.3082922e-07
Li6Al6ON3La4,-6.636807,2.3077727e-07
Li6Br4O7Zr7,-6.636989,2.306805e-07
Li4ZrN3,-6.6370187,2.306648e-07
Li7Ge5Ti6,-6.6372795,2.3052631e-07
Li2Ti4NLaZr,-6.637376,2.3047518e-07
Li5Zr2Al2P3Ge7,-6.637663,2.303229e-07
Li7Ti3OCl4Al,-6.637882,2.302066e-07
Li2Ge3P6FTi7,-6.638027,2.3012977e-07
Li6La6Si6FZr2,-6.6394925,2.2935461e-07
Li6Ge5F6Ti7N7,-6.6396956,2.2924736e-07
Li3OGe3,-6.6400857,2.2904156e-07
LiGe2OS7,-6.640317,2.2891963e-07
Li7Cl3Br2Ti7,-6.6408877,2.2861897e-07
Li6S4Ge3,-6.6410046,2.2855748e-07
Li4P4Br6Si5,-6.641699,2.2819239e-07
Li7La5Al5Zr6,-6.6425796,2.277301e-07
Li2La5Ti5SiZr7,-6.6433425,2.2733039e-07
Li2N7La4P3Al3,-6.6445603,2.2669381e-07
Li3PGe7,-6.6450286,2.2644952e-07
Li6ON3,-6.645306,2.2630486e-07
Li7Ge6P4Al6,-6.645958,2.2596545e-07
Li2LaSi6S5Cl3,-6.6464424,2.2571352e-07
LiGe5P2,-6.6467776,2.2553937e-07
Li3O3SZr3Br4,-6.646806,2.2552476e-07
LiTi2P4,-6.647046,2.254e-07
Li7Cl3Al2N,-6.64707,2.2538762e-07
Li2Cl6Zr5,-6.64715,2.2534606e-07
Li7F3S2,-6.647886,2.2496461e-07
Li2Br2S3O,-6.6481986,2.2480263e-07
LiLa4Si2Ge6,-6.6487355,2.2452488e-07
Li7Ge4Br3F2Al2,-6.6489654,2.244061e-07
Li2Zr6Ti4Al4La,-6.649068,2.2435313e-07
Li5Cl7O6SZr6,-6.6491785,2.2429599e-07
Li6Ti7Cl4,-6.650574,2.2357631e-07
Li2ClAl,-6.65117,2.2326992e-07
Li6S2Zr,-6.6513367,2.2318414e-07
Li3Zr4Si7P5,-6.6520557,2.2281492e-07
Li4Zr3N6,-6.6538687,2.2188672e-07
Li7N4La2,-6.6538815,2.2188014e-07
Li2Br4PS7,-6.6542253,2.2170457e-07
Li6La5Zr6Si4,-6.6542454,2.2169435e-07
LiNTi5Zr3Si2,-6.6559076,2.2084744e-07
Li2Br7P,-6.6568627,2.2036228e-07
Li4NGe2,-6.657292,2.2014464e-07
Li6Cl5Ti2,-6.658016,2.1977779e-07
Li2Br2Si5,-6.658073,2.1974907e-07
Li4P4Si3,-6.658455,2.195559e-07
Li3Ge6P2,-6.6588764,2.193429e-07
LiNZr,-6.6590796,2.1924033e-07
Li5Cl3Zr4,-6.6598287,2.188625e-07
LiTi2N6O5,-6.659997,2.1877769e-07
Li7Al3TiS7,-6.660155,2.1869819e-07
LiFCl7Zr4,-6.6603727,2.1858848e-07
Li6Ge3Zr2Al6N6,-6.660733,2.1840711e-07
Li4Cl2P3N4,-6.6609364,2.1830498e-07
Li7Ti7Br3,-6.661527,2.1800821e-07
Li4N7Si6Zr2Br,-6.661931,2.1780556e-07
LiAlTi,-6.662511,2.1751495e-07
LiP2Cl5FGe4,-6.6627965,2.1737195e-07
Li3Br5Cl4,-6.664,2.1677039e-07
Li4S4AlLa5P2,-6.6645837,2.1647926e-07
Li5ClSiO2S6,-6.6646414,2.1645052e-07
Li4Br3Ti3Al4Ge6,-6.6650605,2.1624172e-07
Li4ClSi4Al7Br,-6.6652074,2.161686e-07
Li4Zr6O6N7Si,-6.6653795,2.1608294e-07
Li4Ti2La5P7,-6.6655636,2.1599138e-07
Li2S6F5Cl5La7,-6.6659856,2.157816e-07
Li3OCl2NGe2,-6.666096,2.1572664e-07
Li4Ti2Br,-6.667214,2.1517216e-07
Li6Al6P2Si3S,-6.667237,2.1516082e-07
Li6La3Al4S7Si2,-6.667633,2.149646e-07
Li3Ti2Si3,-6.6679344,2.1481549e-07
Li3La3P7Ti5,-6.6684155,2.1457764e-07
Li7S3Ge5,-6.6686897,2.1444221e-07
Li3Br2Ti5F,-6.670283,2.1365702e-07
Li5O3ZrCl5Si7,-6.670828,2.1338906e-07
LiS2Ti3,-6.6711173,2.1324688e-07
Li3S5P2Ge7,-6.6719027,2.1286161e-07
Li7O2Al2,-6.672188,2.127219e-07
Li5Ti6O3,-6.674174,2.1175134e-07
Li4Br2F3TiP2,-6.6743245,2.1167789e-07
Li7Ti4Cl2,-6.675321,2.111927e-07
Li5Ge2Ti6Br4,-6.675915,2.109042e-07
Li7La5N4Al4Si3,-6.676994,2.1038082e-07
Li4Al5Si3Ge5Cl6,-6.6772695,2.1024735e-07
Li4S7OLa6,-6.6775527,2.1011027e-07
Li3Ti7Br7,-6.6781178,2.0983708e-07
Li2S4Al,-6.6782703,2.0976337e-07
Li3P6SiGe,-6.6790543,2.0938508e-07
Li7P3Si5,-6.6802087,2.0882925e-07
Li4Zr2Br5,-6.6808796,2.0850689e-07
Li4ZrSi6S3,-6.6811185,2.0839222e-07
Li5Zr3F2ClSi2,-6.6812873,2.0831125e-07
Li3P2SiGe5,-6.6814117,2.0825156e-07
Li5Al5La3F4Ge7,-6.681986,2.0797644e-07
LiLa7Cl5S4,-6.6823,2.0782602e-07
Li7Si6Ti7La4,-6.682353,2.0780068e-07
Li2N7Ge2,-6.6831393,2.074248e-07
LiTi3S5Al4N5,-6.6834173,2.0729206e-07
Li7S3Si2N2,-6.683429,2.072866e-07
Li4TiAl4S7La5,-6.685942,2.0609043e-07
Li2Cl2Zr2La5S,-6.687539,2.0533402e-07
Li2La3Zr4,-6.688296,2.0497654e-07
Li7Si6Ti7,-6.688433,2.0491173e-07
Li4Zr5O6Si6N6,-6.6888084,2.0473475e-07
Li2Ge7Cl2S,-6.688859,2.0471091e-07
Li6Al7Si5Cl6,-6.689602,2.0436104e-07
Li4N4Ge3,-6.689692,2.0431864e-07
Li5Si7La5F5,-6.6897707,2.0428162e-07
Li2ZrBr,-6.690967,2.0371965e-07
Li7La2N5,-6.692423,2.0303791e-07
Li2Ge2S3,-6.692723,2.0289774e-07
Li6BrAl5,-6.6934896,2.0253984e-07
Li6BrAl5,-6.6934896,2.0253984e-07
Li7N2Al3Zr6,-6.693577,2.0249914e-07
Li7P3N3,-6.6937075,2.0243823e-07
Li5Ti3Ge6,-6.6941094,2.0225094e-07
Li5Al7Ti5,-6.69411,2.0225072e-07
Li3Al2Ti3Zr2La2,-6.6947927,2.0193298e-07
LiCl4La3,-6.695455,2.0162526e-07
Li7Si6Cl2,-6.6956096,2.0155353e-07
Li5LaSi7,-6.6962695,2.012475e-07
Li6LaZr6Ti3,-6.6963487,2.0121082e-07
Li3Br2Ti7,-6.6963625,2.0120441e-07
Li6Al7Br3,-6.696711,2.01043e-07
Li5Si6La,-6.6968765,2.0096641e-07
Li4Br5La3Ti6,-6.6979866,2.0045339e-07
Li6O5Ti2S4,-6.6982207,2.0034535e-07
Li4Al2La,-6.6983023,2.0030774e-07
Li7Al4OS6,-6.69855,2.0019341e-07
Li7S2FZr3Cl4,-6.6990666,1.9995551e-07
Li4P2Si7N5,-6.699378,1.9981219e-07
Li4Br4N,-6.6999393,1.9955414e-07
Li6O3Cl,-6.7000165,1.9951865e-07
Li7La5Br6,-6.7005467,1.992752e-07
Li3LaCl7Si6Al5,-6.701318,1.9892173e-07
Li2SClGe2Al2,-6.7018285,1.9868794e-07
Li6Si2S7La2,-6.7026625,1.9830676e-07
Li5Cl2Br,-6.703093,1.9811026e-07
LiGe2SiBr3,-6.703762,1.978053e-07
Li6P2N7Br4,-6.703866,1.9775797e-07
Li3O5P6Ti7,-6.703935,1.977265e-07
Li7Ti7N6,-6.7043533,1.9753618e-07
Li3Zr3Br7,-6.704715,1.9737186e-07
Li4S6Br7,-6.705294,1.9710873e-07
LiNBr5S,-6.7062716,1.9666558e-07
Li3ZrGe3,-6.707591,1.9606901e-07
Li6S3Ti2,-6.708275,1.9576053e-07
Li3Br7TiZr2,-6.7082763,1.957599e-07
Li7Ge7Al2P6Br3,-6.7097974,1.9507544e-07
Li3N4Cl6Ti7,-6.7107773,1.946358e-07
Li4ClN6Zr7,-6.7121515,1.9402088e-07
Li7Si3Zr2Ge4,-6.712764,1.9374755e-07
Li2Si2Ge5Br7S4,-6.7130637,1.9361379e-07
Li5La5Zr7,-6.7143354,1.9304767e-07
LiBr2Ti7,-6.7144647,1.9299023e-07
Li4Cl6Br2Ti5N,-6.7151923,1.9266716e-07
Li4NTiAl,-6.715482,1.9253858e-07
LiNGeCl6,-6.715493,1.9253372e-07
Li2Si5Al4Ti7P6,-6.7158494,1.9237586e-07
Li2Si6Ti7,-6.715943,1.9233448e-07
Li7Ge4PO4,-6.716346,1.9215612e-07
Li6Ti7LaSi,-6.7167554,1.9197498e-07
Li6Si4P6La3,-6.7172613,1.9175147e-07
Li5Ti5Si4,-6.717501,1.916456e-07
Li5N5Ge4,-6.7178316,1.9149982e-07
Li2Ti5Si2,-6.717985,1.9143214e-07
Li4NZr6Si,-6.7182064,1.9133464e-07
Li6S4GeF5Zr3,-6.719234,1.9088246e-07
Li7SP7,-6.7194376,1.9079299e-07
Li5Al6P7La5,-6.719803,1.9063259e-07
Li3Ti3Al2,-6.720905,1.9014949e-07
Li5ZrCl2Si6Ge5,-6.7213097,1.8997233e-07
Li7PNBr3,-6.7220683,1.8964076e-07
LiF2Ti2Ge2Si6,-6.7220745,1.8963806e-07
Li6N4Ti3,-6.7221007,1.896266e-07
Li4Si2O4Zr3,-6.7226014,1.8940811e-07
Li7F5La3,-6.724332,1.8865492e-07
Li4Zr5O4S4,-6.724768,1.8846549e-07
Li3OAl,-6.725092,1.8832503e-07
Li2Zr4SBr2F,-6.726599,1.8767257e-07
LiTi2Zr7O7Cl2,-6.728197,1.8698333e-07
Li4Al7Zr6,-6.728255,1.869585e-07
Li6Ge7La6Al5N5,-6.7287564,1.8674267e-07
Li3Ge4P6TiS4,-6.7291236,1.8658486e-07
Li6S5Si5Ge7La,-6.729221,1.8654308e-07
Li7N7S4Ge,-6.730049,1.8618765e-07
Li2Ge5AlCl,-6.730809,1.8586208e-07
Li5Cl3Si2O3,-6.7317796,1.8544726e-07
Li5Zr2Cl3Br7Ti3,-6.731855,1.8541509e-07
Li7Br4S,-6.7327695,1.8502504e-07
Li5Ti6Br3,-6.7327867,1.8501773e-07
Li3NGe2,-6.73315,1.84863e-07
Li3Al2Zr,-6.734375,1.843423e-07
Li7Ge7P6,-6.7363877,1.8348995e-07
Li6TiF4P3Al,-6.737684,1.8294318e-07
Li7Cl5Al3,-6.7377853,1.8290041e-07
Li4P7Si,-6.7386355,1.8254269e-07
Li7Si7Ti6Al3,-6.738697,1.8251684e-07
Li2Si5Ti7,-6.7387934,1.8247637e-07
Li4S5Br6,-6.7396693,1.8210869e-07
Li6Al7La6N6O5,-6.7401133,1.8192263e-07
Li7Ti4Si5,-6.740369,1.8181561e-07
Li3Cl3P5,-6.7409487,1.8157303e-07
Li7AlP7Ge6,-6.741266,1.814405e-07
Li2Br5Zr5F3P3,-6.741271,1.8143831e-07
Li2La2Cl2NSi7,-6.7416434,1.8128279e-07
LiGeCl5,-6.741925,1.8116539e-07
Li6Si7Al4S5Cl3,-6.743396,1.8055279e-07
Li3Al6Zr5,-6.7442164,1.8021194e-07
LiSi5Ti7Al,-6.7448587,1.7994562e-07
Li2S2O2Ti3,-6.744905,1.7992645e-07
Li7Ti2Al3S2,-6.7459617,1.794892e-07
LiSi5Zr2Ti2,-6.7461977,1.7939168e-07
Li6AlZr2S3,-6.7462573,1.7936706e-07
Li3ZrNAlTi4,-6.7465134,1.7926133e-07
Li6Ti3Zr6O3Ge4,-6.746788,1.79148e-07
Li3F2Ge5,-6.7492785,1.781236e-07
Li5S5Ti7La6Al2,-6.7494073,1.780708e-07
Li3AlS2F,-6.7496133,1.7798635e-07
LiN2Ti7,-6.7496214,1.7798304e-07
Li5La3P7,-6.7506433,1.7756474e-07
Li5S2Zr5,-6.7514133,1.7725017e-07
Li6F3Zr,-6.7516704,1.771453e-07
Li5Al6Cl4Si6,-6.751937,1.7703661e-07
Li5N5Ge7Cl5Si,-6.7519507,1.7703097e-07
Li2Br7Cl5,-6.7530656,1.7657712e-07
Li2Br7Cl5,-6.7530656,1.7657712e-07
Li2Ti4NSi,-6.753497,1.7640174e-07
LiO6Ti6Al3,-6.753998,1.761985e-07
Li2Ge3La3O4,-6.754788,1.7587823e-07
LiTi4N2,-6.7548585,1.7584965e-07
LiSi2TiS,-6.75529,1.75675e-07
Li7Ti7Cl4,-6.7555223,1.7558109e-07
Li2PS3Ge3,-6.7566094,1.751421e-07
Li7Si5Ti3Ge7,-6.756665,1.7511961e-07
LiGe2P,-6.7588315,1.7424829e-07
Li3PBr3,-6.7588906,1.7422455e-07
Li3ClTi2,-6.7599444,1.7380232e-07
Li5S7P6,-6.760609,1.735365e-07
Li6BrO6,-6.7607737,1.7347078e-07
Li7Ti6Cl4,-6.7614245,1.7321099e-07
LiTi5P4,-6.7615466,1.7316232e-07
Li2Br3S3,-6.762661,1.7271856e-07
LiGe7La4N7,-6.7641163,1.7214076e-07
Li7Ti4Cl3,-6.7642875,1.7207292e-07
LiAl4Br2Zr7Ge7,-6.7657433,1.7149709e-07
Li4Si7P,-6.7660136,1.7139035e-07
Li4Ti4S3,-6.7677984,1.7068744e-07
LiTi7Si4,-6.7680063,1.7060576e-07
Li2Cl3Br5,-6.769265,1.7011195e-07
Li2Br5Cl3,-6.769265,1.7011195e-07
Li2O4P3La4Si6,-6.7692947,1.7010036e-07
Li6Zr3Cl,-6.770556,1.696071e-07
Li2Si7Ti5,-6.771302,1.6931591e-07
LiGe7N,-6.773124,1.6860707e-07
Li6Zr5S4,-6.773485,1.68467e-07
Li4P5F,-6.7760034,1.6749298e-07
LiZr2F4Cl6P6,-6.7766595,1.6724013e-07
Li7N2Ge7,-6.776795,1.6718799e-07
Li7N2Ge7,-6.776795,1.6718799e-07
Li2F6P5Ge6La3,-6.7769065,1.6714505e-07
Li2Ge7N4Al7La7,-6.7783613,1.6658606e-07
Li3O6Ge4Al2La,-6.77876,1.6643322e-07
LiSiSLa,-6.778933,1.6636692e-07
Li5Cl4Al2Zr2,-6.780382,1.6581272e-07
LiS7P5Si2Ti5,-6.780831,1.656415e-07
Li6F2Br7,-6.7809305,1.656035e-07
Li7Zr5Si4,-6.781332,1.6545046e-07
LiAlGeLa2O4,-6.781747,1.6529249e-07
Li5GeF3,-6.7823515,1.6506253e-07
Li5Si2Zr3,-6.7831926,1.6474316e-07
Li4P5O6Zr4,-6.783885,1.6448072e-07
Li2FClGe3,-6.784254,1.64341e-07
Li4BrGe7,-6.784255,1.6434063e-07
Li6Br6Ti4Cl5,-6.7842813,1.6433071e-07
Li3S4Ti7N2F5,-6.785202,1.6398268e-07
LiAl6N6La6Cl6,-6.7857304,1.6378331e-07
Li5Ti6La2Si3,-6.787,1.6330513e-07
LiS5Si4Zr2Cl7,-6.7872615,1.632069e-07
Li2N3Br5Cl4Ge,-6.7883573,1.6279563e-07
Li2Ge7N6Ti3,-6.7886477,1.6268682e-07
Li5Ge3Ti7,-6.789403,1.6240412e-07
Li6La4Si3Ti3,-6.789712,1.6228861e-07
LiN3Zr3,-6.789848,1.6223784e-07
LiBr5S2,-6.792733,1.6116354e-07
Li4Si5S7Ge5O2,-6.7928424,1.6112303e-07
Li7Ti2S7,-6.793618,1.6083546e-07
Li4O4S4Ge5Cl4,-6.7952533,1.6023107e-07
Li6Al5Cl,-6.7955565,1.6011921e-07
LiTi3S4Si4,-6.7957063,1.6006402e-07
Li4Si4Zr7,-6.7958198,1.600222e-07
Li7Zr3Br4,-6.796913,1.5961983e-07
Li5Ge2P7S3Al4,-6.7975183,1.5939759e-07
Li3SAl,-6.7979245,1.5924854e-07
Li3AlS,-6.7979245,1.5924854e-07
Li5Zr4FSi,-6.799577,1.5864367e-07
Li5S6Ge6,-6.800533,1.58295e-07
Li3Zr2Cl2NO3,-6.8012223,1.5804387e-07
Li2Al3Ge3N3Br,-6.802955,1.5741455e-07
Li7Ge5Ti,-6.8030686,1.573734e-07
Li6Ge5Ti2,-6.8037934,1.5711099e-07
Li7La3F7,-6.804001,1.5703597e-07
Li5Br6OP6Si6,-6.804089,1.5700408e-07
Li3Al2Br5,-6.8044777,1.5686365e-07
Li2F4Al7Zr7,-6.8046393,1.5680527e-07
LiSi7P6La3Br4,-6.806004,1.563133e-07
Li3Ti3Ge2,-6.8089294,1.5526392e-07
Li3Ge2Ti3,-6.8089294,1.5526392e-07
Li5GeCl3Zr4F5,-6.809153,1.55184e-07
Li4S3Si6La6O,-6.810025,1.5487267e-07
LiAl3Br,-6.8103313,1.5476354e-07
Li2SZr4,-6.8109994,1.5452567e-07
Li5Ti5S3,-6.813163,1.5375781e-07
Li5S3Ti5,-6.813163,1.5375781e-07
Li5Br5Cl4Ti5,-6.8132696,1.5372001e-07
Li5S6Al6F6Zr7,-6.8138633,1.5351002e-07
Li7Ge7Ti,-6.814271,1.5336597e-07
Li7N2Ti7Ge3,-6.816224,1.526778e-07
LiAlBr2,-6.8175087,1.5222686e-07
Li4P2N6Ge5,-6.8180785,1.5202727e-07
Li7AlGe7BrP7,-6.8194385,1.5155196e-07
Li6Si4Zr6F7,-6.819751,1.51443e-07
Li6Si2Ge7Ti,-6.820103,1.5132018e-07
Li4N7TiSiCl,-6.820692,1.5111513e-07
LiCl5Al3Ti4S3,-6.8207736,1.5108675e-07
Li2LaN2Ge4Si,-6.8209476,1.5102621e-07
Li5Zr4La7Ti2Br3,-6.8210025,1.5100716e-07
Li5Br6Ti3,-6.821224,1.5093008e-07
Li2Ge5P7S2Ti3,-6.8223605,1.505357e-07
Li7F6S3Si2La4,-6.822696,1.5041938e-07
Li5Zr6F3Br7,-6.8228054,1.5038157e-07
Li3Si4Br5Ge5N,-6.823206,1.5024293e-07
Li4Al7Zr2Ti7,-6.8241467,1.4991782e-07
Li2O3Ge3Ti7F2,-6.824242,1.498849e-07
Li6Ge6Ti,-6.82745,1.4878194e-07
Li7SiLa3Zr2,-6.8287935,1.4832231e-07
LiS2F3Zr7,-6.8291225,1.4820998e-07
Li3Si3Zr,-6.829626,1.4803824e-07
Li2FSi7Ti3N4,-6.8297844,1.4798428e-07
Li2Cl5ZrO5,-6.8312073,1.4750024e-07
LiClBr2,-6.8313656,1.4744649e-07
Li5La2O4Br3,-6.831372,1.4744438e-07
Li4Ge6ClN4,-6.831395,1.4743644e-07
Li5S3La2,-6.831706,1.4733094e-07
Li5Al6Cl2,-6.831927,1.4725606e-07
LiAl4Ti4,-6.8321376,1.4718461e-07
Li6OZr2,-6.8326664,1.4700551e-07
Li6OZr2,-6.8326664,1.4700551e-07
Li7Zr4SiBr5N2,-6.8330126,1.4688837e-07
Li6F6N2La3Ti5,-6.8335385,1.4671059e-07
Li6Al5P4,-6.8337827,1.4662814e-07
Li3Ge4S2Zr7F7,-6.8339043,1.465871e-07
Li7Br5SGe,-6.8345776,1.4636001e-07
Li6AlZr6N2,-6.835267,1.4612783e-07
LiNZr4,-6.8355927,1.460183e-07
Li4Ge4N,-6.835841,1.4593479e-07
Li2Ge4Al3La,-6.8360076,1.4587887e-07
Li3Ge4N5P5,-6.8371816,1.4548507e-07
Li7Br2Ti6,-6.837714,1.4530676e-07
Li7SiLa2,-6.8382525,1.4512675e-07
Li7Ge7Ti2,-6.838255,1.4512595e-07
Li5Ti3N6La7P3,-6.8383565,1.4509202e-07
Li6Ge4Ti,-6.8387837,1.4494934e-07
Li2Ge3Cl2P6,-6.839222,1.4480317e-07
Li7TiGe2,-6.8393116,1.4477328e-07
Li5Si4La3Al,-6.8397255,1.4463537e-07
Li2Zr3Cl7Ti7Br,-6.8397527,1.4462631e-07
Li7NF3Br6,-6.8401356,1.4449886e-07
Li7Cl6Br7N2,-6.8407054,1.443094e-07
Li3Ge3P5,-6.840899,1.4424508e-07
Li7Cl5AlTi3,-6.8412538,1.441273e-07
LiBr7Si4,-6.8417697,1.4395617e-07
Li4ZrGe6,-6.8418555,1.4392774e-07
Li7Si2Ti,-6.842777,1.4362274e-07
Li2Ti7Si,-6.8430057,1.4354707e-07
Li7Ge6Al2P7,-6.843223,1.4347522e-07
Li3Br3Ti7,-6.843232,1.4347223e-07
Li3Br5Ti5,-6.8434286,1.4340735e-07
Li6S2F7P5La4,-6.843766,1.432959e-07
Li2Si2Br5N4,-6.8443985,1.4308743e-07
Li6Zr7La2,-6.8448076,1.429527e-07
LiBr6S3,-6.845,1.4288946e-07
Li5Ti3GeN6,-6.845538,1.4271245e-07
Li2La2Al2S2P3,-6.846708,1.423286e-07
LiTi5Zr6Al4,-6.8473063,1.4213262e-07
Li3Ti4Zr6,-6.847823,1.4196355e-07
Li6O6Ti7N3,-6.847991,1.419087e-07
Li4Al3Si6N7Cl3,-6.84804,1.4189266e-07
Li7Al4Zr,-6.8481483,1.4185729e-07
Li6ClN2O7La2,-6.8486805,1.4168357e-07
Li7BrZr3,-6.8498144,1.4131413e-07
Li6Br6S2Si5N6,-6.8507624,1.4100601e-07
Li2SiAl4Ti5,-6.8509517,1.4094456e-07
Li4Cl2P7,-6.851735,1.4069053e-07
Li4Si2Zr4F3P2,-6.8524165,1.4046996e-07
LiGe7BrSi4,-6.854197,1.3989525e-07
Li6Al2Si6TiS7,-6.854475,1.3980573e-07
Li7S6P7Al5,-6.854658,1.397468e-07
Li7F3Al4Ti6N3,-6.8553996,1.3950842e-07
Li7Ti2Cl5,-6.8557353,1.3940061e-07
Li5Al7Br5Cl3,-6.855827,1.3937124e-07
LiN3F2Al3La2,-6.857269,1.3890926e-07
Li5La7Cl2Zr6F2,-6.857305,1.3889766e-07
Li3Si6Br,-6.857402,1.3886671e-07
Li6SGe4F2,-6.857637,1.3879156e-07
Li5N3S3,-6.8577065,1.3876932e-07
Li4Br2P5Ge5,-6.8577924,1.387419e-07
Li3S5Zr6F4Br4,-6.858159,1.386248e-07
Li4Cl4Ti4Br5,-6.858184,1.3861688e-07
Li2Zr6Ti,-6.8588934,1.383906e-07
Li3Al4Ge2N7,-6.8590083,1.38354e-07
Li7Ge5Si7F4,-6.859084,1.3832984e-07
Li7SiGe2,-6.859123,1.3831739e-07
Li6Si2AlBr5N7,-6.860381,1.3791734e-07
Li3Br5Si7Ge4,-6.8605337,1.378689e-07
Li7LaTi7,-6.8618793,1.3744237e-07
Li3La7Zr7,-6.862035,1.3739319e-07
Li3La2O4Cl3N4,-6.862192,1.3734342e-07
Li6Si2Ti3,-6.8626347,1.3720354e-07
Li6ZrSi6,-6.8636227,1.3689177e-07
LiTi4ZrCl6,-6.865064,1.3643816e-07
Li6FBr3Cl3,-6.8658957,1.3617715e-07
Li7N4Si6,-6.866115,1.361084e-07
Li6O4Ti4P4Zr3,-6.8665414,1.3597486e-07
Li7P6Al7,-6.866575,1.3596441e-07
Li7Zr5Al5F4,-6.867072,1.3580879e-07
Li5Br5Cl6,-6.867174,1.3577689e-07
LiO5Ge3Cl3S5,-6.868855,1.352524e-07
Li5La4S6Si7,-6.869588,1.3502435e-07
Li5Al5Ge7Cl6,-6.870205,1.3483265e-07
Li6Si3LaS2,-6.8707037,1.3467789e-07
LiPSN,-6.8708,1.3464802e-07
Li7TiS3Zr6,-6.871187,1.3452804e-07
Li2GeTiBr4Si7,-6.8716407,1.3438763e-07
Li2Br4Cl3Si5,-6.871725,1.3436153e-07
Li5TiGe3,-6.871939,1.342953e-07
