formula,log_conductivity,predicted_conductivity
Li2Br5P7,-5.29157,5.110107072046098e-06
Li2Br3S3Ge,-5.2916856,5.108747050702472e-06
Li5P7Si2Br4Zr6,-5.291984,5.105238080211064e-06
Li2Br5Zr3S7,-5.292185,5.102875822637755e-06
LiP2S3Cl6Zr6,-5.2927346,5.096422213754519e-06
Li7O4Ge5Br6S7,-5.294682,5.073620739997971e-06
Li3S3SiP4Ti4,-5.296474,5.052728933143374e-06
Li6PCl3,-5.296742,5.049611892324151e-06
Li2Br3Zr5S6,-5.297579,5.039889330489448e-06
Li6Si2P,-5.2979064,5.036091359229116e-06
Li2P4Br3Zr7Al7,-5.2987537,5.0262756222185094e-06
Li4P7Ti,-5.299066,5.022662540100697e-06
Li5S4Br5P6,-5.2998805,5.013251587392913e-06
Li7Cl5S6Si6Zr7,-5.3010163,5.000157679644847e-06
Li6Si2Cl,-5.3026805,4.981033929008535e-06
Li2ClS2,-5.3028917,4.97861221135952e-06
Li2Ge3LaBr,-5.3036838,4.969540107527053e-06
Li5P6Cl7,-5.3054333,4.9495612164495965e-06
Li7P7Zr2GeN2,-5.306433,4.938180952718769e-06
Li7Cl7Ti5Al7N3,-5.3067946,4.93407106153793e-06
Li7N6Ti3Al5P2,-5.3068604,4.933323556571044e-06
Li7Cl2Ge2Ge2P7,-5.3083262,4.91670101942274e-06
Li5F2Cl3Zr3P7,-5.3119507,4.875838362333053e-06
Li4AlBr2,-5.3139043,4.8539544885409835e-06
Li2La2N6Ge3S6,-5.314282,4.849734905509365e-06
Li7Al6P5Br5Ti6,-5.314421,4.848182950986898e-06
Li7N3Ti4P7Al4,-5.3171983,4.81727789228157e-06
Li3BrS6,-5.3183165,4.804890556885701e-06
Li6Br7Si6P3Ti4,-5.3192515,4.794557153496535e-06
Li5Br7Ge6Zr5,-5.3198724,4.7877073922274475e-06
Li3TiBr4Cl7,-5.320441,4.781443188478969e-06
LiLa7Ge2Cl7,-5.3204722,4.7810996988073395e-06
LiP4BrZr4,-5.320975,4.775567632435722e-06
Li4Ge4LaBr3,-5.321741,4.767152004731861e-06
Li3S5Br5Cl2Si,-5.323242,4.7507043077206605e-06
Li4Ge4Cl2La2O5,-5.3236074,4.74670891435137e-06
Li4O4TiBr5P4,-5.3237348,4.745316674636434e-06
Li5Ti3P3Br5,-5.324417,4.7378684708880736e-06
Li5OSi,-5.3245277,4.7366609602633135e-06
Li3Br4Si7LaLa4,-5.324718,4.734585895620613e-06
LiBr6P6,-5.3248606,4.733031556004603e-06
LiBr7OLa4Ti2,-5.325531,4.7257310336112365e-06
Li7S7Cl2N5P5,-5.3265038,4.715157456389153e-06
Li6PZr7Ge4Si3,-5.327812,4.7009756321828e-06
Li5Zr5PBr2Si3,-5.3278594,4.700462583791018e-06
LiBr4P2S,-5.3287373,4.690970480364551e-06
Li4Br3AlP5,-5.3295784,4.681894249387009e-06
Li5O4P5S5Ti5,-5.3311086,4.665427017127828e-06
Li6S6Ge,-5.3353486,4.620100257785791e-06
LiAlBr6Cl4,-5.336014,4.613027036784869e-06
LiBr6Cl4Al,-5.336014,4.613027036784869e-06
Li7La2Ti5Ge7Cl6,-5.336442,4.608483108428444e-06
Li4Cl5Ge7La3F,-5.337925,4.592773203720661e-06
Li5Ge3LaCl3,-5.3386927,4.584661754834428e-06
LiP2Br5,-5.340817,4.562291181190889e-06
Li2Si7La5Br3,-5.341624,4.553821466404774e-06
LiLa4Br7Ge4,-5.343413,4.535101380543818e-06
Li5Al3P6Zr6,-5.3437805,4.53126540088923e-06
Li7Zr4Br4P6N,-5.3447127,4.5215496075020854e-06
Li6ZrO4Br4,-5.345019,4.518361765088668e-06
Li5LaTi6Br7S7,-5.3462505,4.5055674954157365e-06
Li5NTi2P4,-5.348382,4.483508526354613e-06
Li7S3P4,-5.3487372,4.479843061515426e-06
Li4S3Br4P6,-5.3487625,4.479582094054617e-06
Li7Al2S2Cl6La,-5.348799,4.479205626283071e-06
Li2Br5BrLa7P5,-5.351207,4.454438835949141e-06
Li3Si3Cl2ZrP,-5.352403,4.442188669052341e-06
Li5Zr6P5Al5,-5.3537745,4.428182384956105e-06
Li7Ge3P6N2Zr,-5.3548074,4.417663175119418e-06
Li5SiF,-5.3559446,4.406110656855416e-06
Li6SCl5AlP6,-5.356056,4.404980599254586e-06
Li7Br3La4Ge6,-5.356294,4.402567264033495e-06
Li6Ti3Si2P2,-5.3577976,4.387351196657019e-06
Li6Cl3P5Br3F2,-5.358891,4.376319290141829e-06
Li2P3Ge3Zr4,-5.359144,4.373770590159036e-06
Li2Zr6P3La5N7,-5.360001,4.365148271264754e-06
Li5SCl7Zr5P4,-5.3602657,4.362488549012825e-06
Li5Cl5S7Ge5Zr3,-5.3603044,4.362099824790075e-06
Li7P2Zr4Cl3,-5.3606424,4.358706237692893e-06
Li2Cl6Ge7La4,-5.3615155,4.349952353437104e-06
Li3Cl6LaLa,-5.36513,4.313899269371657e-06
Li2Br7S3P3,-5.3657675,4.3075715506348575e-06
Li2Br3SiP4,-5.3661866,4.303416691383189e-06
LiZr5N3LaBr3,-5.3683486,4.282046705918487e-06
Li4Zr4P4Al,-5.368405,4.281490650607684e-06
Li4S7Al3P2Ti6,-5.36957,4.270020892886562e-06
Li2N5La2P6Br,-5.3713555,4.252501740143835e-06
Li7Br3P5Ge3La2,-5.372727,4.239093541634135e-06
Li2S3Cl3ZrS,-5.373257,4.233923433991893e-06
LiS7Ge2Zr4P4,-5.3736086,4.230497083651901e-06
LiP3O2Br7,-5.3754864,4.212244772582835e-06
Li4N6Si7La6Br4,-5.3785686,4.182456184692335e-06
Li6Cl6Ge7Zr7,-5.3791685,4.176682859305879e-06
Li2Br6La3GeF2,-5.379291,4.17550492240003e-06
LiBrLaCl3Zr7,-5.3799,4.169653822449889e-06
LiP4Br5,-5.380911,4.1599585181986416e-06
Li3Br4ZrGe2Cl,-5.380918,4.159891468129702e-06
Li6La3P2F4S5,-5.3812156,4.157041881764678e-06
Li2GeS2P3,-5.3835955,4.134323918596217e-06
Li3Al4Cl4P,-5.387423,4.098047613685867e-06
Li2TiBr5,-5.387841,4.094105220030373e-06
LiP4Br6,-5.38801,4.092512362635602e-06
Li2SCl5Zr2Cl5,-5.3882294,4.090445400044828e-06
Li3Br6La4N,-5.3905253,4.068878297043215e-06
LiGe3P6N2Zr7,-5.3911777,4.062770590225055e-06
Li2S7Zr4P4Si6,-5.3915524,4.059266830265526e-06
Li6Br3S4Ge3P5,-5.392112,4.054039725260186e-06
Li5La5P7Cl7,-5.3927064,4.048494932441703e-06
Li6ZrBr6Cl6Ge2,-5.393088,4.0449392180568585e-06
Li2ClBrP6N,-5.394094,4.035580362025441e-06
Li3Ge4Br7Zr6,-5.394206,4.034539762286584e-06
Li3BrClAl2,-5.3955655,4.02192992949068e-06
Li7Zr4Si6Br3N6,-5.3955812,4.02178453699507e-06
Li2P7STi5F4,-5.3961077,4.01691183736486e-06
LiS2Ge2La4Cl3,-5.3972454,4.006402701155858e-06
Li2TiAl2Br2Cl6,-5.399683,3.983978628082771e-06
Li7P2Cl5,-5.403766,3.946698948749955e-06
Li6Br6SiLa4Cl2,-5.4076376,3.911671717630237e-06
LiBr2P3,-5.409368,3.8961170877213295e-06
Li5Zr2BrFN5,-5.4107227,3.8839828179626905e-06
Li2Br3Ti6Si5N7,-5.410801,3.883282628450561e-06
Li6Cl3La2S7,-5.4108605,3.8827506403664095e-06
LiBr4N2ZrLa2,-5.410989,3.881601973568667e-06
Li6BrN2Cl2Al5,-5.4119854,3.872706638681829e-06
LiP3Br6,-5.412229,3.8705350089530285e-06
Li2Cl7Zr3N6,-5.4138975,3.855693470665833e-06
Li7La5Al6P3Br3,-5.4145236,3.850138920670784e-06
Li4F2P2S5Br6,-5.4147034,3.848545274589365e-06
LiP2Ti3Br3,-5.4149036,3.846771590518636e-06
Li3Br4Ge5La6Si4,-5.415237,3.843819626939978e-06
Li4Ti7Ge2P6Zr2,-5.4167175,3.830738442752524e-06
Li6Ti7Si3Ge3P4,-5.417397,3.824749530581799e-06
Li4P3Ge4Cl5,-5.4180875,3.818673259129579e-06
Li5Si4Cl4TiP3,-5.4185405,3.8146921882453885e-06
LiZr5SBr6Ge2,-5.4215207,3.788604754974781e-06
Li6La3F7Zr3Ge5,-5.421573,3.7881485389585676e-06
Li6P4Ti3Si5,-5.4218655,3.7855980566386454e-06
Li3P7Br5Zr2,-5.4243426,3.764067474778585e-06
Li2Ti3N2P4,-5.424689,3.7610663933208064e-06
LiBr3S2Zr2,-5.4252405,3.756293337816588e-06
Li4PLa3N3Zr5,-5.426362,3.746605790487535e-06
LiLa3Br5,-5.426869,3.74223451504897e-06
Li2Br7Cl6La,-5.427272,3.7387635499210695e-06
Li2Cl3S2N3Zr3,-5.4285526,3.7277553313622522e-06
Li5Cl7Zr3Si6,-5.4290695,3.7233211730308126e-06
LiBr7Si,-5.4305673,3.710502256189875e-06
Li7Br7Si5La6Cl,-5.4311023,3.705934165701421e-06
Li7LaGe4N5Br4,-5.4334245,3.6861711858991483e-06
LiS5Zr7F,-5.4347816,3.674670475544249e-06
Li3N6Si3La4Br7,-5.4349484,3.6732594114608273e-06
Li5S7S6Ge2P7,-5.43675,3.6580530547738365e-06
Li5S2Cl4,-5.437131,3.654845307250745e-06
Li7S6Cl4,-5.437551,3.6513124670306805e-06
Li2Br4S6Al,-5.4376836,3.650197808319447e-06
Li3S5Zr5Cl3Ge5,-5.43833,3.6447689278889355e-06
LiOBr6La6,-5.440248,3.628707814636285e-06
Li5Cl5P6,-5.4405713,3.626007516272042e-06
Li6S7O4La4P4,-5.441464,3.618561848569145e-06
Li2GeBr2,-5.4424767,3.61013381518779e-06
Li3AlP6Br7,-5.442848,3.6070486508602712e-06
Li6Cl7Si4LaCl,-5.4444637,3.593654326425344e-06
Li7Cl5ZrN,-5.445156,3.5879303186332504e-06
Li2TiBrP4Zr,-5.44577,3.5828613325835226e-06
Li2Zr7S5P3,-5.4460487,3.5805628388986293e-06
Li7La2Cl5Br5F4,-5.447265,3.570549021048659e-06
Li4Si3Ti3P2,-5.447354,3.569817383146003e-06
Li3Ge4Si7La3Br6,-5.447773,3.5663749443425177e-06
LiPO3N7Ti3,-5.447807,3.566095751290758e-06
Li7Zr3S2PCl,-5.449335,3.553571024332176e-06
Li5Ge4F2Cl4P5,-5.4496846,3.5507116084544682e-06
Li7Al4F3SBr3,-5.45001,3.5480521944742567e-06
Li6S5Br6Ge2,-5.4507713,3.541838056037695e-06
Li2GeP2,-5.4539175,3.516272304428583e-06
Li6Zr4Ti2P4La3,-5.4539332,3.5161451914220048e-06
Li7Zr6N2P4Al4,-5.454802,3.509118223461694e-06
Li7Cl5N2,-5.455195,3.5059442027680685e-06
Li2Cl3Ge2Ti3,-5.4553456,3.5047286596671303e-06
LiTi2P5O6,-5.45599,3.499532249063764e-06
Li5Cl4Br7Ge4,-5.4560695,3.4988916990159248e-06
LiLa3Ge6Br3,-5.4567695,3.4932566944053263e-06
LiBr6Si4La4S7,-5.4570704,3.490837237254087e-06
Li3La2Br3N3,-5.4581046,3.4825342795662064e-06
Li5Cl3S4,-5.458623,3.478379797320448e-06
Li2Ti6P5Al5Br5,-5.4625688,3.4469199688111467e-06
Li5Ti7Si2Cl6Ge5,-5.462596,3.446704093889571e-06
Li7Zr6N5Ge6Cl7,-5.462869,3.4445381567767573e-06
Li3Zr3S2P4,-5.464264,3.4334916851088315e-06
Li4Ge6La3Cl3,-5.466118,3.418865375972074e-06
Li6S4S5Zr7P,-5.4663043,3.4173990943309777e-06
Li3Zr5P4Al2,-5.466736,3.4140037986169617e-06
Li7Ti5S4O2,-5.4675665,3.4074814479920388e-06
Li5S3Cl3,-5.4686255,3.3991826392377704e-06
Li3Ge3Ti7P3,-5.469272,3.3941263081002226e-06
Li3Br3Ge3Zr2,-5.4697433,3.3904449717447964e-06
Li2Br3P5La7,-5.471286,3.378422805019058e-06
Li3Si5Ti4P2,-5.47459,3.35281815908648e-06
LiBr3PLa2,-5.475171,3.348335751407406e-06
Li4Cl5Zr3S7La3,-5.475452,3.3461699904707284e-06
Li2Ti5PS6,-5.475622,3.3448604238019073e-06
Li7OF2Ge,-5.476468,3.33835102139143e-06
Li5Si2P3BrO,-5.477763,3.3284113936845258e-06
Li6GeS5P5La7,-5.4787016,3.321225777380975e-06
Li2Ti5La5P4Zr3,-5.479793,3.312889878218423e-06
Li5P4Br4La5,-5.4802437,3.3094536269255008e-06
Li7SiPN3,-5.483644,3.283643497434805e-06
Li4Cl4Ge2OBr,-5.48424,3.2791403104285216e-06
Li4Br6Si3La4,-5.485307,3.271093815954752e-06
Li4P6Br4F,-5.486025,3.2656903280658263e-06
Li4Ge5La7Br4Cl5,-5.4867315,3.2603820990356776e-06
Li5PBr2,-5.487004,3.258336999489074e-06
Li5Br2P,-5.487004,3.258336999489074e-06
Li5Ti4Si6Cl4,-5.489217,3.2417759798384553e-06
Li3PLa2S5,-5.4892263,3.2417065610567963e-06
Li5Cl2La2Ge6,-5.4897466,3.237825208521871e-06
Li4Br6Zr6Ge7Si,-5.4902096,3.234375212452434e-06
Li5Cl6Zr3P3,-5.491763,3.222827049032374e-06
Li5Ge6Ti5Si7Cl7,-5.4923935,3.218151608174479e-06
Li5Ge6Br5P,-5.4928913,3.2144649896181547e-06
Li4P7Br3NTi6,-5.492993,3.2137123371457125e-06
Li3La4Br3Ge7P4,-5.493281,3.2115818879388788e-06
LiP5FBrZr2,-5.4940844,3.2056462844966146e-06
LiP2Zr5,-5.494417,3.2031922128138684e-06
LiTi7S6P5,-5.4947624,3.2006456855315004e-06
Li7Ge3Al3Ti6Cl5,-5.4949436,3.1993105637375704e-06
Li6BrSi4Zr6P7,-5.495031,3.1986667802665856e-06
Li4P5Cl3,-5.4954114,3.1958662839173824e-06
Li7P5Ti7Al7,-5.495884,3.192390428305498e-06
Li5N2Cl6,-5.4960093,3.191469512108868e-06
Li2P7Br7La5Ti5,-5.4962144,3.189962663910794e-06
Li7BrN4,-5.498391,3.174015183841112e-06
Li4OBr7Zr2,-5.4986386,3.172206129823416e-06
Li7P6Si2Zr7,-5.4986677,3.1719935825550773e-06
Li2Zr2S3Ge3P,-5.4999413,3.162705108021622e-06
Li6La7Cl3Br2P4,-5.500409,3.1593009639703865e-06
Li6Ge4Si7La7Br2,-5.501523,3.15120748954735e-06
Li7O7Zr2La3Si4,-5.502654,3.143011716638004e-06
Li3ClGe,-5.503881,3.134144386133265e-06
Li3S5Cl6Zr,-5.504466,3.1299254972452054e-06
Li4P3BrZr3,-5.506408,3.115960904455768e-06
Li7Cl4S3GeZr5,-5.5108614,3.084172070618434e-06
Li4Ti3Br6SGe5,-5.513067,3.0685485570641807e-06
Li4P3Ge2,-5.513291,3.0669662720611237e-06
Li6P2Cl3,-5.513673,3.064269792916887e-06
Li5Ti2N4Br3,-5.513971,3.062167903026693e-06
Li2N7Ti4S6Cl,-5.514975,3.0550969736725265e-06
Li3Cl2Zr5S7,-5.517075,3.0403599287783717e-06
Li7Si5P4Ti2La3,-5.5182185,3.0323651724197826e-06
Li2Zr5P2,-5.518951,3.0272549639292447e-06
LiLa2Ge5Br2S6,-5.5201697,3.0187719087424968e-06
Li3Zr6Si4Br5,-5.520274,3.0180470086616856e-06
Li5Al6BrTi4La,-5.521238,3.011355303281526e-06
Li5S6Cl6Zr7S2,-5.5213776,3.0103874861422432e-06
Li6PS2Cl2,-5.5214677,3.009763007153792e-06
Li7S5Si3Zr3P5,-5.522288,3.0040835004721082e-06
Li2La2NS7,-5.5235033,2.9956888295076573e-06
Li5SN2,-5.5238185,2.9935154227800577e-06
Li2Cl2S4SiBr4,-5.525003,2.9853619966966414e-06
Li4Ti6P5Si4Zr3,-5.525809,2.979826650439742e-06
LiBr6Ge6La7P3,-5.5269074,2.972299716080217e-06
Li5S6AlGe4La5,-5.527277,2.969771259708315e-06
Li3Cl2La2Cl3,-5.5276527,2.9672032772823475e-06
Li4Si2P3Br7,-5.5276527,2.9672032772823475e-06
LiO4Zr2S3P2,-5.5277553,2.9665023724560146e-06
Li6Zr4Cl5Ge6S6,-5.5280747,2.964321473170107e-06
Li4Si4P6Zr7,-5.528163,2.963718833740978e-06
LiP6Br5O,-5.5283623,2.9623590797530188e-06
Li4PGe3S7La7,-5.531487,2.9411217308093687e-06
Li3SiCl3,-5.5320106,2.937577952440588e-06
Li5Al4Br2P2,-5.5325966,2.9336169077929315e-06
Li6ClGe3Br5,-5.5329876,2.930976929470578e-06
Li3Ge7Ti7F7La,-5.535003,2.9174068611989172e-06
Li7Ti6Si7Br3O,-5.5351114,2.916678766662686e-06
Li2Cl7Ge2,-5.5362997,2.9087091694720048e-06
Li2Ge6Cl7Zr6,-5.536898,2.90470478401098e-06
Li4AlBrN2S2,-5.5373464,2.9017072845621633e-06
Li3Ge7La2P2Ti2,-5.537585,2.900113533697137e-06
Li4PZr2Si7Cl,-5.53882,2.8918782172354754e-06
Li2Br5La6Si2S4,-5.5389595,2.8909494644096103e-06
Li3TiN4F5La2,-5.540689,2.8794596690943623e-06
Li4Zr6S5Cl6,-5.541391,2.8748090277507878e-06
Li7Cl6La2O2Ti3,-5.5417094,2.8727021537810653e-06
Li7Ge6Br6P3N7,-5.5430956,2.863547556004398e-06
Li5P7Zr2O3,-5.543813,2.8588212394019588e-06
Li4S4O3La4Cl6,-5.5446916,2.853043543741539e-06
Li5Al4Br4S3,-5.5464444,2.841551947780279e-06
Li5S5Cl,-5.546772,2.839409297006333e-06
Li2La6Ti7Br4P6,-5.549796,2.819707113813365e-06
Li7Cl6Ge5N6S6,-5.549881,2.819155295492807e-06
Li2S2Cl4Zr3Al2,-5.550286,2.816527526234278e-06
Li4N4Br5Si7La,-5.5503106,2.816367992512919e-06
Li3S4Ge2NO,-5.5507693,2.8133949268643133e-06
Li7N5Br2,-5.5510454,2.811606897064267e-06
Li6O3Ti3P2Si4,-5.552287,2.8035803022436525e-06
LiN3Zr5Ti6Br,-5.5526614,2.8011644112086574e-06
Li2P3S7Ti3La7,-5.5526857,2.801007682551589e-06
Li7O2Al,-5.5543323,2.790407946279213e-06
Li6Ti5O2Br5S7,-5.5548654,2.786984799286544e-06
LiGeBr3,-5.5548697,2.786957205163638e-06
LiBr3Ge,-5.5548697,2.786957205163638e-06
Li2Zr2NS5,-5.555219,2.7847165762493536e-06
Li7S5PLa2,-5.5581784,2.76580527127232e-06
Li4Br2Br6P7N4,-5.5586486,2.762812422072295e-06
Li7Br3Ge4La4,-5.559007,2.760533361320993e-06
Li5Ge3P3Cl2,-5.559527,2.7572300305850947e-06
Li6Zr4Br3P3Al,-5.5599008,2.754857886312033e-06
Li7P3S6Ge5Zr,-5.5601106,2.7535273844803378e-06
Li2Zr5S2P6,-5.561062,2.747501890975718e-06
Li7NClAl2S,-5.5611124,2.74718306108861e-06
LiZrBr5PN4,-5.561129,2.747078057757501e-06
Li2Cl2Al,-5.5619802,2.7416991663920133e-06
Li5Cl2Br7Zr,-5.562502,2.7384070234049407e-06
Li3Br6Si6La4N6,-5.565039,2.722456818249431e-06
Li5N2Cl7,-5.565722,2.718178668944391e-06
Li3La3GeP4,-5.5659146,2.7169734840627808e-06
Li7FLa2P6N7,-5.569794,2.692811789271678e-06
Li7S4Cl6La6P4,-5.5701613,2.6905353347423413e-06
Li4Zr3Si7Cl7,-5.571093,2.6847694664534634e-06
Li5Br4Al2Zr3Ge7,-5.571182,2.6842193328213605e-06
Li7Ti3PN3Br5,-5.5712023,2.6840938686921666e-06
Li7SiO2,-5.5715737,2.6817994662231363e-06
Li4P2Ge3O2Zr7,-5.571593,2.6816802899918104e-06
Li7S2BrCl5,-5.5732055,2.6717418913819104e-06
Li4Br5Ge4Cl4,-5.5747886,2.662020526862854e-06
Li7P6N4,-5.576687,2.650409624857719e-06
Li5S4Zr4Zr6P4,-5.578362,2.6402071327087436e-06
Li5Zr2Ti6P6Br7,-5.5793176,2.6344041387640408e-06
Li4S5LaN4,-5.5806913,2.6260845220643475e-06
Li4Ti3LaPGe3,-5.5833626,2.609981325749606e-06
LiO3La3Ge5Br2,-5.583513,2.609077622743102e-06
Li3Cl6Zr2N,-5.583861,2.606987807251368e-06
Li6N6Br4AlTi2,-5.5840464,2.60587512356211e-06
Li4N5Ti7Ge2Cl4,-5.584198,2.604965644527335e-06
Li7Al7Ti5P5,-5.585032,2.599967983386633e-06
Li2Ge2Cl4OBr4,-5.585164,2.5991778659945968e-06
Li4S4O5Zr7P6,-5.5853844,2.597859144504618e-06
Li2ZrLa2P7N5,-5.5866137,2.5905161252786852e-06
Li2Si2N3La2Br2,-5.5884366,2.579665526561912e-06
Li6Al4O2Br3,-5.5892863,2.5746233282087947e-06
Li2Zr4La3S4Br,-5.5914316,2.5619367292036925e-06
LiS6Cl7Zr5N4,-5.5914845,2.5616246870181744e-06
Li2La5P4Ge3Zr4,-5.5928144,2.5537924577034957e-06
Li6Br4La5P4,-5.593462,2.5499871974136004e-06
Li7Br7Zr6P5Cl6,-5.594334,2.544872331577346e-06
Li6Ge3Cl6Al5,-5.594419,2.5443742985833638e-06
Li7Zr5O3P2,-5.5968122,2.5303919658605757e-06
Li7P2Zr4Si3,-5.5970473,2.5290225398480307e-06
LiFZr6S4,-5.5975184,2.5262806755019887e-06
Li7S5FGe5Cl4,-5.597887,2.5241374477083644e-06
Li5Cl7NPAl4,-5.5982184,2.5222120719330005e-06
Li3OS5Ti2,-5.5986996,2.51941899865662e-06
LiS7Zr2Si3P2,-5.598727,2.5192600514310832e-06
Li6F3Ge2Ti6La,-5.600069,2.511487378785419e-06
Li3Ge6La5Cl3Si3,-5.6000834,2.5114041062130183e-06
Li6Ge4Cl5O5S7,-5.6001034,2.5112884544428693e-06
Li2O6Zr6S3P2,-5.602032,2.500161136229e-06
Li2Br3Ge5Si3Zr3,-5.603656,2.49082949643118e-06
Li7Ti5Si2O4Br,-5.6037393,2.4903517878520957e-06
Li7Ge3Al3Cl5,-5.6069965,2.471744064839493e-06
Li4Si4Cl2N5Zr4,-5.608059,2.4657043423302237e-06
LiAl2BrCl5,-5.6094503,2.457817884062277e-06
Li7GeP3La4Zr4,-5.610089,2.454205923547933e-06
Li5S4Al2Cl2Br3,-5.610444,2.45220063185904e-06
Li7P3Ti7Al5,-5.610826,2.4500446551463103e-06
LiP3Br4La7,-5.611671,2.4452822760185206e-06
LiTi6N6Br3,-5.612084,2.4429579970272505e-06
Li6FClZrN2,-5.612662,2.439708841058847e-06
Li7Si5F5La3Cl3,-5.6130357,2.437610432978391e-06
Li2Ge5NP2Ti5,-5.6138806,2.4328727835915573e-06
Li7N7S7La2,-5.613892,2.432808922808424e-06
Li7Cl4P2Al2,-5.615695,2.4227299046574926e-06
Li2Zr4Si4Br7,-5.6157613,2.4223600755686463e-06
Li5OCl7,-5.6157947,2.4221737878794127e-06
Li3ZrS7,-5.6173096,2.413739513513282e-06
Li7Br2N4Cl6,-5.617825,2.4108767015170418e-06
LiZr5Al2Br4,-5.617913,2.4103882411161175e-06
LiTi2ClAl2,-5.6192446,2.4030090145413637e-06
LiLa3Cl5N4,-5.6193604,2.4023683631858553e-06
Li2S2ClZr2,-5.6211805,2.3923212613044155e-06
Li6La5Br7N5,-5.622131,2.3870911353656973e-06
Li4Ti6Ge7Br4,-5.622622,2.3843938884574675e-06
Li5OSi5N5Zr7,-5.622854,2.3831204860143493e-06
Li2S6N5Ti4,-5.62378,2.378044624581822e-06
Li5N2P2Ge4,-5.623963,2.3770427917004897e-06
Li5P4S2Ge3N5,-5.624009,2.3767910312421324e-06
Li6Si5BrZrP3,-5.625369,2.369359714464804e-06
Li5LaP4,-5.6257157,2.3674689945792894e-06
Li4Br5La6N3Ge4,-5.625872,2.3666171098778082e-06
Li4La6Br7Cl4,-5.626852,2.3612827801554157e-06
Li2Ge3Ti6N4Br,-5.6269746,2.3606162913483497e-06
Li2LaBr5Si5,-5.6273956,2.358329046271165e-06
Li7Br7P4Ge6,-5.6279116,2.3555286994880157e-06
Li2La2Cl7N6,-5.628659,2.35147843358598e-06
LiCl5Zr,-5.6315694,2.3357728172868936e-06
LiZrCl5,-5.6315694,2.3357728172868936e-06
LiLa5Br4Cl3,-5.6329026,2.3286134414074758e-06
Li6La7Br5Cl7,-5.633387,2.3260176185894752e-06
Li3P2Zr6,-5.6356816,2.313760486026388e-06
Li7Cl2S7,-5.635893,2.3126344990276065e-06
Li6S6Ge2La,-5.636535,2.3092183504088286e-06
Li2Zr7Cl7S2La4,-5.63776,2.302713992640217e-06
Li6Zr3P6N3Al4,-5.6379275,2.3018260462362345e-06
Li7Zr5Br6P3,-5.6380386,2.301237274845517e-06
Li5Br5Ge6,-5.638256,2.3000856051664047e-06
Li5Br4Al6La2,-5.6383557,2.2995576403307114e-06
Li2P3Zr6,-5.6383915,2.2993680897516635e-06
Li5Ge6Zr4Si4Cl7,-5.6387086,2.2976898195237277e-06
Li3OBr2Ge,-5.638757,2.2974337674776537e-06
Li5Cl4Br2Ge6P,-5.638757,2.2974337674776537e-06
Li3Zr2S5Br5,-5.638906,2.296645687199688e-06
Li7Cl5S2,-5.6397777,2.2920405671352052e-06
Li4Br3Ge6Ti,-5.640353,2.2890063633592584e-06
Li5Ge7P2SiLa7,-5.6414394,2.2832875047564116e-06
Li3Si3Br7Cl7Zr7,-5.6419387,2.2806639615028645e-06
Li6P3Br5,-5.6429873,2.2751639620337993e-06
LiP2Br2Ge,-5.643037,2.2749036106276258e-06
LiCl2GeS2,-5.643532,2.272312198952066e-06
Li3S3Cl5P2,-5.644495,2.2672791800111213e-06
Li4Cl3N2,-5.6452775,2.2631977359962494e-06
LiF4Si3LaZr7,-5.645294,2.26311175274103e-06
Li3Zr7La3Al2P4,-5.645477,2.2621583392749464e-06
Li5Cl3S2,-5.6495647,2.24096616792344e-06
Li2Cl5Si5Zr3Br6,-5.649766,2.2399276975346234e-06
LiSP4Ti4,-5.6507425,2.234896935465045e-06
Li7Ti3ClSi5Br3,-5.651056,2.2332842339524146e-06
Li6S3P4,-5.651463,2.2311922872585665e-06
Li7Cl6S2Zr6Al5,-5.6515436,2.230778242366629e-06
Li6La2F2Al6Br7,-5.6535482,2.2205052278868128e-06
Li3Br4La5Ge5,-5.6536446,2.220012398809665e-06
Li6N4BrS7Ti7,-5.6556196,2.209939579049525e-06
Li4Ge6Cl6La2Al,-5.6559396,2.2083118351482184e-06
Li3Zr7Cl4Si6,-5.6562095,2.2069398669956038e-06
Li3SZrP5,-5.6571918,2.201953786616893e-06
Li7Cl3SN,-5.6573367,2.2012192392163244e-06
Li4Zr5N7Si5,-5.6574044,2.200876128875031e-06
Li3P4BrCl2Ti5,-5.657647,2.1996470470662496e-06
Li5Zr7Ti2P4,-5.657918,2.198274894233229e-06
Li6La2O4ZrGe6,-5.658054,2.1975866087674496e-06
Li5Cl7Zr5Si7,-5.6595736,2.189910671882206e-06
Li5Br5La7P5,-5.6596727,2.1894110215343217e-06
Li5LaBr4Si4,-5.6607976,2.1837473954029073e-06
Li7Cl6Ge,-5.660994,2.1827600675794537e-06
LiS7F5Br7La6,-5.661089,2.182282650672424e-06
Li4Cl2S3,-5.661788,2.1787730766134335e-06
LiZrBr3P6Al,-5.662233,2.1765417393477156e-06
Li4ClSi6Ti3,-5.662608,2.174663173295356e-06
Li7Br2O2,-5.662734,2.174032339087748e-06
Li7Br4P3La5Zr7,-5.662747,2.1739672634338035e-06
Li5Si5N7Ti7S5,-5.6631546,2.1719278790945127e-06
Li3Si2Br2P3N,-5.6631823,2.171789354461642e-06
Li5N3Br3,-5.663435,2.170526037617493e-06
Li3Ge5Cl7P2,-5.6644974,2.1652228418547064e-06
Li7O3Br4Zr,-5.6657643,2.1589157765349244e-06
